up_mid,up_name,video_count,total_view,total_like,total_coin,total_interaction,avg_view,avg_like_rate,top10_count
13663620,一枪超人CSGO,3,10931970,524401,270458,1098934,3643990.0,0.0505,3
273775900,大渣熊,3,10740648,662133,196927,1056444,3580216.0,0.0614,1
36825256,遗梦Yolo,3,10738040,706614,648035,1569468,3579347.0,0.0665,2
349984754,永劫无间官方,3,10556674,463298,98740,784111,3518891.0,0.0432,1
21581801,KM二号,3,10511982,845583,200383,1379179,3503994.0,0.0818,1
3461574557698362,Claire的编辑室,3,10423690,376276,106695,697560,3474563.0,0.0478,0
28626598,有山先生,3,10398880,719508,489206,1400932,3466293.0,0.0737,3
90142376,锦书致南辞,3,10385198,593560,336053,1211396,3461733.0,0.0518,0
454007735,又又Elf,3,10373550,1176025,169876,1539074,3457850.0,0.1339,1
3949941,阳光男孩小丑熊,3,10341963,927715,207107,1320895,3447321.0,0.0924,2
37880130,玩音乐的EZ,3,10318216,994651,392975,1670839,3439405.0,0.0947,0
14800002,蚊子-学做美食,3,10316564,1245625,128847,1555549,3438855.0,0.131,2
678073,Melonshu,3,10308188,750816,129943,1135260,3436063.0,0.0716,1
25807917,阿福Thomas,3,10200717,733544,414875,1382743,3400239.0,0.0682,0
96070394,推背兔の,3,10031576,736966,261250,1342578,3343859.0,0.0708,1
1813797500,-三三三元,3,9966493,789072,99120,1076844,3322164.0,0.0595,0
50693252,飞飞的车COOL,3,9773135,692536,479372,1355667,3257712.0,0.0678,2
1636530654,Faye-詹雯婷,3,9748869,397895,153190,779885,3249623.0,0.0344,1
52955639,巴比伦塔1,3,9625327,811879,433333,1722996,3208442.0,0.0894,1
3493123130919728,我是凡人繁星,3,9529190,1128127,299093,1619027,3176397.0,0.1306,2
485704862,哇塞几张,3,9456639,555381,217759,911704,3152213.0,0.0591,0
437573432,巡游轨迹,3,9428623,230017,134206,506447,3142874.0,0.025,1
173305,-胡莱克修斯-,3,9330638,676910,77955,956121,3110213.0,0.0737,0
27775639,舒一北北,3,9188298,686816,230274,1065282,3062766.0,0.0829,0
27340452,仙道居士,3,9107181,793057,471180,1591708,3035727.0,0.0894,1
3493290997451047,七日世界官方,3,9027829,272205,74535,452614,3009276.0,0.0296,0
1831744377,神笔靳强,3,8860432,802262,365453,1330878,2953477.0,0.0875,1
28896330,博舒,3,8845157,1033314,349961,1554741,2948386.0,0.1292,1
699603717,恋与深空,3,8825294,351384,79479,615609,2941765.0,0.0421,0
10901294,怪盗剧场,3,8815598,589213,273922,1100107,2938533.0,0.0682,0
17364274,陶阿狗君,3,8801603,1031862,132688,1387360,2933868.0,0.1365,0
15960317,碰碰彭碰彭,3,8790185,287837,96363,469546,2930062.0,0.0482,0
438173577,卢克文工作室,3,8783129,366175,52894,539111,2927710.0,0.0352,1
2169841,帷幕VMovie,3,8758789,744851,427811,1544945,2919596.0,0.0891,1
1723944649,音乐人张筱迪,3,8512547,944197,101721,1260273,2837516.0,0.1398,0
322480205,造梦阿瑄,3,8494958,1014444,133426,1352409,2831653.0,0.1253,0
414350632,吸奇侠,3,8471575,462917,401513,1091299,2823858.0,0.0553,0
1070980577,CoachGreg格教练,3,8409344,401477,90405,591228,2803115.0,0.0554,0
3341680,老少女阿珂,3,8376352,463214,159159,742709,2792117.0,0.0531,0
1042757514,医健三连充电站,3,8189320,54550,23714,116681,2729773.0,0.0069,0
483311105,先看评测,3,8171291,368819,122217,643443,2723764.0,0.0413,1
680677803,王小七Fire,3,8165923,517965,194256,861814,2721974.0,0.0699,0
639923249,大瑶同学remix,3,8066513,884750,60705,1029066,2688838.0,0.1127,1
10680360,老八捌,3,8028796,831048,108835,1080428,2676265.0,0.1057,1
19319172,差评君,3,8023430,347747,185929,754592,2674477.0,0.0425,0
11684621,太阳星sunstar,3,7992830,216428,14333,308784,2664277.0,0.0293,0
652096797,我是超人cr,3,7910232,777586,153367,1012416,2636744.0,0.0754,1
17409016,爱做饭的芋头SAMA,3,7904858,481901,249942,963686,2634953.0,0.0636,3
32708626,哔斯卡金像奖,3,7886571,222468,57933,442532,2628857.0,0.0263,2
646456240,柳飘飘了吗,3,7765394,334657,109259,540908,2588465.0,0.045,0
170948267,衣戈猜想,3,7694281,480568,188628,897063,2564760.0,0.0643,0
689222371,万能工具人阿伟,3,7629770,551379,386130,1381557,2543257.0,0.0737,1
531131239,财经不眠姐,3,7629147,143734,10930,232686,2543049.0,0.0208,0
7946432,利维坦mY,3,7612392,420956,206758,766608,2537464.0,0.0569,0
346563107,波士顿圆脸,3,7598103,515870,130552,777654,2532701.0,0.064,1
3546866685839722,兰斯的画室LanceStudio,3,7574172,314560,28714,472959,2524724.0,0.0389,0
23237718,害羞7,3,7546312,843505,271556,1420686,2515437.0,0.1285,0
3546666904848576,汉尼扳,3,7529041,1426064,224342,1834472,2509680.0,0.1918,3
17466521,风羽酱-sdk,3,7458174,353085,177388,698716,2486058.0,0.0566,0
440544870,尔东和小明,3,7416473,531648,157667,827838,2472158.0,0.0798,0
28330240,叶无趣,3,7294745,576110,257723,987416,2431582.0,0.0806,1
1435578906,谭晶,3,7258394,365344,201636,733058,2419465.0,0.0512,0
16794231,靠脸吃饭的徐大王,3,7238562,756288,558311,1556039,2412854.0,0.1073,2
298753342,曹小灵比比叨,3,7231564,254222,30630,372578,2410521.0,0.04,0
403748305,BML制作指挥部,3,7042747,377675,126737,689596,2347582.0,0.0435,1
479820935,不善言辞的秃秃,3,6998129,155059,61870,342927,2332710.0,0.0249,0
295711424,神秘店长A,3,6972486,257403,131339,507536,2324162.0,0.0372,1
71596354,金渐层烤猪,3,6947676,457602,121149,814077,2315892.0,0.0678,0
1458143131,侯翠翠,3,6697572,393222,51598,497146,2232524.0,0.0586,0
540564177,Jason-老湿,3,6507226,387822,276039,872268,2169075.0,0.0486,1
1220617185,No_Tables,3,6472797,674466,273558,1238159,2157599.0,0.1069,1
15377173,烟季,3,6453997,675423,346486,1462974,2151332.0,0.1223,1
7086255,超想吃番茄,3,6365782,660012,354866,1428330,2121927.0,0.1067,1
38036998,没有蜡笔的小新-新,3,6238709,1080536,334935,1628044,2079570.0,0.1809,0
25996096,不寻常的阿尔,3,6216960,696056,157657,1004917,2072320.0,0.1175,0
480670664,赖导AboutLai,3,6202216,194498,172055,522912,2067405.0,0.0317,0
316627722,世界见闻录,3,6185422,304624,99032,517205,2061807.0,0.0488,0
1475425645,彭南科,3,6179731,710770,128449,934791,2059910.0,0.1433,0
268999208,BLG电子竞技俱乐部,3,6154176,219905,103959,454342,2051392.0,0.0344,0
8619843,茗家的鸫,3,6140861,582253,155759,919690,2046954.0,0.0895,0
8365699,郭本尼,3,6022627,255711,84237,445202,2007542.0,0.0439,0
70429299,嘞是唐孃孃,3,5986719,698452,8422,772182,1995573.0,0.1112,0
485678570,惜我余生,3,5814552,334085,106400,552120,1938184.0,0.0581,0
4060272,李合适Riggy,3,5589385,910015,149767,1290604,1863128.0,0.16,0
26321770,和猫住,3,5538964,694385,310892,1134297,1846321.0,0.1264,1
609686327,Journey滑板,3,5508888,382969,218634,707981,1836296.0,0.0715,0
1867759108,大鹏快开车,3,5365695,240503,106271,434580,1788565.0,0.043,1
2071691173,无畏契约赛事,3,5324575,51068,15804,136844,1774858.0,0.0093,0
25910292,钟文泽,3,5103806,104729,17095,230015,1701269.0,0.02,0
37563879,王七四-,3,4959996,487922,35179,607800,1653332.0,0.0986,0
3493108557809994,空山猎人,3,4794685,232860,32970,361345,1598228.0,0.0499,0
177291194,DECO27_Official,3,4784691,453173,207154,1017901,1594897.0,0.099,0
39422678,夜雨星繁y,3,4689073,284815,113658,511660,1563024.0,0.06,0
401315430,星瞳_Official,3,4660430,167571,64899,314515,1553477.0,0.035,0
17138783,热男HotGuys,3,4188657,175956,140736,366333,1396219.0,0.0472,0
271338616,管泽元,3,4161654,158427,101852,360022,1387218.0,0.0406,0
1875245620,汪苏泷,3,3911094,262385,146248,616565,1303698.0,0.0727,0
3493144714807514,罗德岛兔兔剧团,3,3726096,337473,219573,762968,1242032.0,0.0895,1
504630061,垫底辣孩,3,3567363,381774,12128,423774,1189121.0,0.1099,0
3546780497087291,一麦三连,3,3246046,74730,13935,140091,1082015.0,0.023,0
72824238,美南子哇,3,2866692,211807,19706,306513,955564.0,0.0951,0
21151219,8KRAW,3,2318072,195021,88047,435435,772691.0,0.0783,0
9039575,我是411,3,1472435,162017,57089,259680,490812.0,0.1099,0
373054433,怪力阿猛,3,1135194,110883,84326,216609,378398.0,0.0962,0
19286458,陈翔六点半,2,22493319,275062,47147,428358,11246660.0,0.0124,0
1271916102,上将王司徒,2,17888573,1069196,39724,1249338,8944286.0,0.0594,1
224836714,万物深蓝,2,16905447,647231,114724,970251,8452724.0,0.0382,1
1379165407,-超级小能猫-,2,16866782,570474,25741,744406,8433391.0,0.0314,1
1548805549,甜蜜老张,2,16051466,651746,28622,794392,8025733.0,0.0434,1
524704055,大庆赶海,2,15575514,546001,17531,618595,7787757.0,0.0374,0
308555356,i鱿鱼Y,2,15473701,1107260,300487,1744707,7736850.0,0.071,1
111095065,黑旗团队,2,15265673,743153,63316,913278,7632836.0,0.0456,1
194053532,无我漂佩MY,2,15177415,611612,51117,921888,7588708.0,0.042,1
375375,伊丽莎白鼠,2,14573695,955628,527907,1911003,7286848.0,0.0648,2
3461563600079220,黄正义_,2,14554954,482716,54327,686516,7277477.0,0.0382,1
386406763,项真爽,2,14543851,853521,65421,1033299,7271926.0,0.069,2
45718115,神龙士力架,2,14512029,756385,225299,1312095,7256014.0,0.0518,2
1109849979,Kings今天上墙没,2,14473184,288150,18933,391749,7236592.0,0.0154,0
1894563281,哔哩哔哩毕业歌会,2,14372127,308442,161222,596869,7186064.0,0.0224,0
324529831,朝烟今天唱歌了没,2,14287624,753636,216561,1178519,7143812.0,0.0526,0
519253600,火柴人AlanBecker,2,14243815,526867,221779,1057603,7121908.0,0.037,0
628547746,旋风凉水,2,14100541,634849,118750,1064146,7050270.0,0.0461,1
268941858,磊哥游戏,2,14026264,600426,43182,762936,7013132.0,0.0428,0
1870883193,猫后生,2,14015205,661030,27096,823519,7007602.0,0.0474,0
13043933,长腿毛的哥哥,2,13888415,644548,271404,1196387,6944208.0,0.0494,0
8937568,特别中二的q3君,2,13867519,1129798,516480,1997889,6933760.0,0.1008,2
37701227,心中之城_,2,13757879,806114,139284,1182745,6878940.0,0.0677,2
38157763,艺能人金广发,2,13575549,455051,21332,535124,6787774.0,0.0353,0
3546390615559007,望月游戏,2,13544021,320793,116893,642416,6772010.0,0.0235,1
171191705,周大爷不服老,2,13531191,1165261,320345,1713019,6765596.0,0.0968,2
40489639,球球特别大,2,13272181,889887,167125,1389896,6636090.0,0.0705,0
1370130865,温江菜花小院,2,13185726,572734,59462,739901,6592863.0,0.039,0
132344841,去码头整点薯条vv,2,13159663,1016647,173507,1475864,6579832.0,0.0884,2
2175690,徐Toso,2,13020843,409083,54679,682618,6510422.0,0.0365,0
395415494,熬一耶ye,2,12999576,871421,18043,1017891,6499788.0,0.0688,0
543740771,煎饼果仔呀,2,12897813,937906,125883,1196102,6448906.0,0.0763,2
3546578497309525,大森子哈哈哈,2,12788858,545698,232667,986375,6394429.0,0.0599,2
3127528,空耳狂魔,2,12646953,718965,123538,1089958,6323476.0,0.0672,1
410675812,韩波格_,2,12646464,1134129,51632,1356918,6323232.0,0.105,2
3546760901298502,-布凡,2,12645431,654148,21189,808503,6322716.0,0.0512,0
12705018,NinthA-,2,12631348,443517,9432,605720,6315674.0,0.0356,0
3546602430007435,小芒星科普,2,12602280,620805,35430,797409,6301140.0,0.05,0
624757844,一只大哈鱼,2,12570802,1140017,130777,1468548,6285401.0,0.0889,2
384205461,是个维维啊,2,12514908,1041135,17243,1171944,6257454.0,0.0834,1
3493145044061148,-小野日记,2,12468360,241432,4791,298959,6234180.0,0.0189,0
403213711,闲鱼混剪,2,12445493,981734,282690,1586352,6222746.0,0.0779,1
8549633,犀利有话说,2,12325165,946325,162500,1380989,6162582.0,0.0756,2
1342377259,暴风岛沉浸式密室,2,12322039,1409936,34249,1757368,6161020.0,0.1146,2
330663625,站不起来的蒙蒙,2,12255937,897432,79962,1066515,6127968.0,0.0727,1
3546711395928221,打石器的石大聪明,2,12229409,555028,14929,678556,6114704.0,0.0466,1
306895558,不2不叫周淑怡,2,12223525,535771,147936,911293,6111762.0,0.0436,0
1962633,Yui柯基大聪明,2,12136990,169683,31349,386765,6068495.0,0.0176,0
2000819931,中国国家地理,2,12124112,651774,91986,864587,6062056.0,0.0538,1
389400079,十三要和拳头,2,12059058,536825,266146,1060654,6029529.0,0.0419,1
677063300,T1-Faker,2,12017153,727515,273147,1145955,6008576.0,0.0596,2
477531206,阿特警官,2,11992961,530890,39511,718639,5996480.0,0.046,1
1893045,狂风桑,2,11925494,663184,72684,935089,5962747.0,0.0556,0
295238147,6老铁2333,2,11854415,680792,206300,1187900,5927208.0,0.0538,1
1858861103,迷因水母,2,11802136,850674,302560,1550788,5901068.0,0.0725,0
3660297,Jiaber吴伯滔,2,11788603,777894,90896,954103,5894302.0,0.0688,0
568588287,八零彪子,2,11708681,566277,48902,684449,5854340.0,0.0494,1
233108841,命运-冠位指定,2,11670164,241670,87034,442084,5835082.0,0.0214,1
8495180,哲哲哲同学,2,11575514,1031067,356554,1682923,5787757.0,0.0982,2
21648772,晓丹小仙女儿,2,11505835,805631,61714,1050211,5752918.0,0.0567,1
1747545839,巴黎小郭郭,2,11445658,1261354,41342,1423354,5722829.0,0.1132,2
775788,神·潜行瞬杀,2,11432218,639426,160651,1146463,5716109.0,0.058,2
30029844,城市里的动物,2,11431265,918736,252125,1487050,5715632.0,0.0852,1
2115443931,猫屎花生,2,11404103,555187,83265,811585,5702052.0,0.0498,2
517433879,中国警察网,2,11229396,1165573,244811,1579311,5614698.0,0.1194,2
424658638,四夕小田木_,2,11220598,1258209,102209,1551422,5610299.0,0.1122,2
504323253,了不起的你我他a,2,11201583,835362,119698,1079289,5600792.0,0.0808,1
6875363,不是的的是のの,2,11181300,761278,371209,1410395,5590650.0,0.068,1
13407784,大宽大宽,2,11177200,424201,64264,693965,5588600.0,0.0363,0
170088482,炎辰大鸽子,2,11150990,643511,101250,832226,5575495.0,0.0572,1
26032219,FoFTG,2,11111672,922973,347875,1613597,5555836.0,0.0838,1
454118230,开箱嘤嘤怪,2,11098064,767278,108246,1026907,5549032.0,0.0784,2
270494247,血小板゚゚゚゚゚゚,2,11091555,655351,321401,1403047,5545778.0,0.0617,1
11253297,多多poi丶,2,11059985,666968,409050,1482552,5529992.0,0.0604,1
495695169,锤子game,2,11026792,697055,11269,799583,5513396.0,0.0639,1
348989367,沫子瞪片,2,11023469,435368,55403,637698,5511734.0,0.0377,1
405055946,花小龙oy,2,10865122,827800,29147,937876,5432561.0,0.0764,1
688910590,Jasmine是茉莉花,2,10828563,769061,400871,1526474,5414282.0,0.0708,0
9091765,猪排派,2,10778451,549733,115533,812924,5389226.0,0.0593,0
3546744874862955,星痕共鸣,2,10739876,219384,42380,387904,5369938.0,0.0196,1
2130393474,King_Vader,2,10627183,961527,140464,1256771,5313592.0,0.089,2
3546833613752900,赌神辉老板,2,10561615,613942,49798,835592,5280808.0,0.0597,0
249115678,好运的鱼,2,10407517,554356,226264,905384,5203758.0,0.0566,1
267599661,欧大发,2,10370035,682309,222170,994192,5185018.0,0.0663,1
4196484,五四IAM,2,10094243,453136,85594,651799,5047122.0,0.0419,1
432870231,他的日常时光,2,10085928,552481,212324,1091909,5042964.0,0.0578,0
3546638173866146,李万基fit,2,10034824,648823,29919,760847,5017412.0,0.0646,1
3493089977043464,米尼麦泥轰,2,10020659,584066,26172,824507,5010330.0,0.0577,0
13544375,像素企鹅,2,9944229,793922,345004,1422914,4972114.0,0.0848,2
1192648858,何同学工作室,2,9940609,584306,285672,970922,4970304.0,0.0568,1
207346018,肉肉大搜索,2,9861958,395031,43365,592740,4930979.0,0.0407,0
512574759,公孙田浩,2,9818693,787136,353768,1459246,4909346.0,0.0783,2
1634447815,惊奇动物园oopspark,2,9814034,754653,159332,1150983,4907017.0,0.081,1
36911516,不知名鸽子-,2,9790542,1205644,186376,1706615,4895271.0,0.1449,2
502673952,黄正极,2,9748712,957789,216069,1366821,4874356.0,0.111,2
3546856315423415,牛正煵,2,9725453,741587,32068,891170,4862726.0,0.0749,1
6171645,OELoop,2,9697552,549746,203175,948675,4848776.0,0.0638,0
343099760,氧化菊,2,9648720,1128745,101912,1400571,4824360.0,0.1214,1
25669124,寂寞的渲染_,2,9637377,373846,137670,794515,4818688.0,0.0404,0
3493090654423197,诡秘之主游戏,2,9627698,292863,49330,492960,4813849.0,0.0344,1
7212583,设计师深海,2,9616543,751414,185421,1176720,4808272.0,0.0742,1
1241806378,叫我死盖就好,2,9613541,940039,121351,1234570,4806770.0,0.0929,1
435212564,神马冬梅o,2,9541388,933339,34094,1091418,4770694.0,0.0985,1
325560792,Foki伏叽,2,9523345,551950,109759,919572,4761672.0,0.0562,0
1723817,樱萍Apple,2,9520112,625477,60893,789578,4760056.0,0.0688,0
511148568,冷却报告,2,9494405,410931,125027,872754,4747202.0,0.0509,1
3546883884583650,穿越火线虹,2,9366257,170302,6233,224103,4683128.0,0.0195,0
57214324,小芃路子野,2,9301492,605357,58326,813599,4650746.0,0.0734,0
11131476,绫人太太啊,2,9281328,868425,39775,1057527,4640664.0,0.0871,1
3493105034594510,十六van游戏,2,9246053,570260,212798,945202,4623026.0,0.0583,1
10465620,拓星研究所,2,9245260,449893,122191,801553,4622630.0,0.0447,0
249371107,星曜Hoxi,2,9236711,755414,462122,1496173,4618356.0,0.0792,1
287468649,阿哈哈哈哈哈黑猫警长,2,9233050,676184,48557,841091,4616525.0,0.0765,0
673766663,惨爆了阿浩,2,9153848,1062127,154100,1286388,4576924.0,0.1175,1
1885250814,瑶生Y,2,9110487,1175321,206321,1599939,4555244.0,0.1284,2
1837193903,白行简丶,2,9081529,836789,186782,1148686,4540764.0,0.1004,1
488800287,张靓颖,2,9062252,401828,81408,618358,4531126.0,0.0438,1
1527390033,王濛,2,9007502,971885,134271,1196815,4503751.0,0.1046,1
28642491,楼上的老张,2,8992711,561810,153340,845151,4496356.0,0.0572,2
387630871,油墨香车,2,8796659,372077,98095,705054,4398330.0,0.0555,1
3493074483284470,榴莲阿呀,2,8777296,983032,46302,1160429,4388648.0,0.11,0
218504027,菜男烧小菜,2,8752234,601047,60056,725729,4376117.0,0.0686,0
315774349,笔心无忧BX,2,8728717,871971,29834,1084821,4364358.0,0.108,1
1298657234,Raymondsese,2,8647298,388564,84152,651799,4323649.0,0.0407,1
31578954,街健呆木头,2,8625930,491414,96901,701945,4312965.0,0.0611,0
743226,花岗岩工作室,2,8600672,356501,142330,611788,4300336.0,0.0406,1
43484780,蒙哥马利愛学习,2,8559997,452468,9350,515631,4279998.0,0.0512,0
5260378,白勺啊达,2,8555336,485608,114987,805968,4277668.0,0.0563,0
276224973,新世纪咖啡战士v,2,8539079,522116,99667,842322,4269540.0,0.0592,1
551188239,企鹅带带北极熊,2,8432327,606913,120115,977541,4216164.0,0.0746,1
647409444,无期迷途,2,8387052,195646,36041,299308,4193526.0,0.0256,0
1336027038,吃不胖的放心,2,8339737,560331,16308,735896,4169868.0,0.0665,0
384298638,浙江共青团,2,8281557,424490,78243,589983,4140778.0,0.0487,0
5128039,小暮mumu,2,8281175,532445,19280,655482,4140588.0,0.0634,0
38461325,黑猫重工,2,8250207,508936,405342,1161032,4125104.0,0.0613,1
471230821,马老师要超群啦,2,8216312,1038046,437731,1707501,4108156.0,0.1243,2
210501465,美院安迪看艺术,2,8213894,733600,10665,808570,4106947.0,0.0984,0
19525533,KL_qiqi_,2,8179685,426851,100618,678838,4089842.0,0.0532,0
3546588595096095,麦克阿瑟MacArthur,2,8155343,1234986,143385,1586750,4077672.0,0.1584,2
3546640728197545,古董科技,2,8141190,83938,11818,162721,4070595.0,0.0106,0
1364846644,灰太狼的羊,2,8129511,835839,76677,985613,4064756.0,0.1126,1
240769971,神烦XP,2,8127904,186980,89589,404777,4063952.0,0.0262,0
42619059,Uzi,2,8033439,271450,193340,585346,4016720.0,0.0453,2
19591155,正经的瓜皮酱,2,8029969,159141,53471,301334,4014984.0,0.0198,0
1878434856,苏不语,2,8022506,255147,3128,282050,4011253.0,0.0348,0
385105236,MAX-小仙女,2,8014608,242926,25130,382991,4007304.0,0.0304,0
397213719,糖醋蛋黄,2,8010211,1163573,216724,1677756,4005106.0,0.1454,0
1513064930,白林Bylin,2,7980211,670099,223609,1102310,3990106.0,0.0847,0
3461583063746749,阳桃SunAndPeach,2,7954500,485690,21995,613167,3977250.0,0.0639,0
11164789,拖杯糕,2,7939669,510380,141820,857552,3969834.0,0.0679,0
36954894,节奏7725,2,7914890,205759,10223,403768,3957445.0,0.0306,0
190067530,马克丶不吐温,2,7887876,353098,51488,543375,3943938.0,0.0506,0
306476803,王心凌FM,2,7885565,405800,11356,459776,3942782.0,0.051,0
7450650,超果果mc,2,7879021,887031,431322,1478351,3939510.0,0.112,1
450882837,一叮当猫一,2,7858202,389638,196093,705141,3929101.0,0.0509,0
518843065,萨顶顶,2,7806063,342995,170745,704896,3903032.0,0.0433,0
1889545341,GEM鄧紫棋,2,7791885,480618,142067,815341,3895942.0,0.0576,1
3493128782744453,42手册,2,7749034,506491,181148,872237,3874517.0,0.0658,1
1291916731,奥运冠军吕小军,2,7732769,1005640,408507,1554954,3866384.0,0.1259,1
3493109610580914,陈家出了个秀才,2,7728441,195828,44529,362067,3864220.0,0.0253,0
102999485,华为终端,2,7683095,182546,58056,306427,3841548.0,0.0245,0
423385190,康康和爷爷,2,7682962,867024,51986,987745,3841481.0,0.1138,0
130914376,江灵夏草,2,7647741,564964,198552,993482,3823870.0,0.0772,1
1590705,良心发作的chunchun,2,7637042,680287,146667,1011518,3818521.0,0.087,1
22592115,koalixi,2,7631675,670868,144110,1089165,3815838.0,0.0915,1
378828200,疯狂大笑总,2,7611738,595421,8937,647956,3805869.0,0.0886,0
38968617,大福咕咕,2,7551375,276170,40480,517658,3775688.0,0.0366,0
138780964,新评科技,2,7474327,503006,334919,998321,3737164.0,0.0694,1
4423511,硬核豆浆,2,7453114,383360,110170,725924,3726557.0,0.0516,1
31261235,L另唐,2,7311028,413501,168503,769327,3655514.0,0.0552,0
381435385,CSGO大茄子,2,7289293,570221,37081,699995,3644646.0,0.0719,1
1564863651,越南木匠阿岛,2,7266499,325634,164886,616501,3633250.0,0.0448,1
3461576967326521,归龙潮,2,7241147,168694,52388,306620,3620574.0,0.0229,1
7760828,喜仔的世界,2,7237192,187717,56952,348786,3618596.0,0.032,0
628427286,蜡笔小坨恰恰恰,2,7217609,393153,230250,771196,3608804.0,0.0544,0
13575288,大龙也丢啦GG,2,7216577,455517,144466,833609,3608288.0,0.0752,1
547173382,杨真直,2,7185087,259965,30839,434160,3592544.0,0.0327,0
364767432,玩电线的JUN,2,7181124,1037091,160535,1397195,3590562.0,0.1456,2
96967343,大喜唠嗑家,2,7165865,241419,54066,379818,3582932.0,0.0338,0
548824,鸡鸡·夫斯基,2,7153531,312634,166731,679633,3576766.0,0.0449,0
110352985,GARNiDELiA,2,7151977,506503,223780,952635,3575988.0,0.0706,2
498494533,爱音乐的三丈,2,7141306,452999,503917,1255572,3570653.0,0.0656,0
86756464,还行小倪,2,7126798,327593,105224,751459,3563399.0,0.05,0
21013374,s大野丽莎,2,7113569,422669,8832,479823,3556784.0,0.0756,0
8749302,於音,2,7093416,503619,118844,762704,3546708.0,0.0744,0
21191128,暴走的沙福林,2,7084598,603296,495632,1412520,3542299.0,0.0859,1
87670515,神秘园,2,7051710,234812,67778,400597,3525855.0,0.0334,0
5608325,-猫猫冰-,2,7034057,583171,144757,934686,3517028.0,0.0798,1
482775957,巴拉吧啦778,2,7015151,464167,19797,534910,3507576.0,0.067,0
51196625,刘昔昔昔,2,6992832,642115,62841,828911,3496416.0,0.0843,1
77587039,全国知名小雪糕,2,6987383,341595,183835,931674,3493692.0,0.059,0
286737038,十七岁歌手想打中单,2,6972469,295302,132751,601002,3486234.0,0.0536,1
176975292,便当士,2,6946529,433779,82176,737009,3473264.0,0.0642,0
37809230,星野派克,2,6886296,516773,153624,882725,3443148.0,0.0752,1
3493265644980448,蔚蓝档案,2,6866404,272503,29766,376662,3433202.0,0.046,0
141496,麦之花Hibana,2,6863956,659414,365579,1223629,3431978.0,0.088,1
20259914,稚晖君,2,6833604,557597,566475,1395346,3416802.0,0.0816,2
3493113328831246,高校钓鱼之王,2,6827146,683994,32562,830827,3413573.0,0.0985,1
2117316401,超帅气的强哥,2,6814992,600433,61117,887156,3407496.0,0.0933,0
9131680,晏策去月光林地了,2,6800633,481653,221411,915257,3400316.0,0.0766,0
11912132,旋风博文,2,6798481,1025734,218931,1621961,3399240.0,0.1537,0
16754498,不凉少年派,2,6791490,309659,2685,334963,3395745.0,0.0408,0
11100920,飞社长,2,6777131,537575,484699,1153903,3388566.0,0.0815,1
3493127232948989,BABYMONSTER_YG,2,6739756,184499,60894,446822,3369878.0,0.0326,0
3493262570555678,樱桃老丸子呀呀,2,6710400,413560,7848,491896,3355200.0,0.0723,0
38347595,风云熊,2,6594777,447940,84166,659732,3297388.0,0.0576,0
282994,泠鸢yousa,2,6590553,505645,284740,1065869,3295276.0,0.0769,1
329519036,韭菜实验室,2,6570953,346802,197629,608491,3285476.0,0.044,1
109038683,汪丷先生,2,6569367,342677,127738,504237,3284684.0,0.0525,0
13167438,呵纹Hevon,2,6551047,555202,117636,872147,3275524.0,0.0836,1
698926571,徕芬科技,2,6549772,259840,14420,325951,3274886.0,0.039,0
504648459,安秋金,2,6548954,560312,49985,754048,3274477.0,0.0856,0
479656285,浮沉studio,2,6535478,573198,82881,810127,3267739.0,0.0859,0
325159039,白小纯2019,2,6505619,360582,138153,687838,3252810.0,0.0561,0
211267948,壶提提,2,6463776,1070314,156869,1350887,3231888.0,0.1699,2
3546929849961165,陳奕迅所長,2,6459646,229001,135503,515058,3229823.0,0.0356,0
483840019,light是光华,2,6456699,881828,163379,1389101,3228350.0,0.1505,1
2087432052,安娜-谢尔巴科娃,2,6432535,616740,102743,805584,3216268.0,0.0928,0
105502937,足球故事-李治霖,2,6422659,216456,91421,438853,3211330.0,0.0344,0
26798384,柴知道,2,6401456,210913,152735,508163,3200728.0,0.0361,0
2505015,热馊馊,2,6387265,583992,280923,1151571,3193632.0,0.0914,1
383666009,京东,2,6323276,92640,11178,124477,3161638.0,0.0146,0
26846937,饲养员小谢,2,6304318,328577,235332,652990,3152159.0,0.0534,0
14140210,周老头呀,2,6277645,817385,37931,988863,3138822.0,0.1288,1
383167169,阿沛不开心,2,6274059,623907,10657,665515,3137030.0,0.0999,0
1519547765,罗兰朵女士,2,6187936,214240,41090,382360,3093968.0,0.0346,0
4474705,孤独的美食基,2,6181288,267137,175122,537758,3090644.0,0.0432,1
73385525,红胡子老爹定格工坊,2,6159822,837043,85779,1010171,3079911.0,0.122,1
617394761,米雷-RayDog,2,6129332,554761,41411,695693,3064666.0,0.1128,0
1306451842,网易蛋仔派对,2,6120780,62051,4192,171651,3060390.0,0.0112,0
75608050,丹哥和弟儿,2,6114867,422569,13748,460688,3057434.0,0.0852,0
3493089586972896,提瓦特整活频道,2,6114553,246734,74201,475532,3057276.0,0.0388,0
1066116711,糖霜饼干的奇妙物语,2,6093446,428659,51666,575749,3046723.0,0.0742,0
9411426,阿三解说,2,6088693,617480,92151,798851,3044346.0,0.104,1
519872016,历史调研室,2,6073092,266679,179397,633392,3036546.0,0.0436,0
403065872,李意纯,2,6071069,932199,464539,1513694,3035534.0,0.1492,1
10040906,四季萌芽,2,6064037,287012,210995,642507,3032018.0,0.0475,2
